dateTime,timestamp,status,latitudeCoordinate,longitudeCoordinate,latitude,latitudeDirection,longitude,longitudeDirection,speedOverGround,trueCourse,dateStamp
2020-03-09 00:22:12.022266,05:22:12,A,32.854434,-96.67427466666668,3251.26604,N,09640.45648,W,0.487,,2020-03-09
2020-03-09 00:22:15.019838,05:22:15,A,32.854439,-96.67427633333334,3251.26634,N,09640.45658,W,0.233,,2020-03-09
2020-03-09 00:22:18.021995,05:22:18,A,32.85444566666667,-96.67427983333333,3251.26674,N,09640.45679,W,0.317,,2020-03-09
2020-03-09 00:22:23.022158,05:22:23,A,32.85444666666667,-96.67428149999999,3251.26680,N,09640.45689,W,0.009,,2020-03-09
2020-03-09 00:22:26.023043,05:22:26,A,32.854446833333334,-96.67428166666666,3251.26681,N,09640.45690,W,0.238,,2020-03-09
2020-03-09 00:22:29.021561,05:22:29,A,32.85443983333333,-96.67428100000001,3251.26639,N,09640.45686,W,0.036,,2020-03-09
2020-03-09 00:22:32.023349,05:22:32,A,32.854437,-96.67428033333333,3251.26622,N,09640.45682,W,0.028,,2020-03-09
2020-03-09 00:22:35.020634,05:22:35,A,32.85443083333333,-96.67427683333332,3251.26585,N,09640.45661,W,0.054,,2020-03-09
2020-03-09 00:22:40.021431,05:22:40,A,32.85442483333334,-96.67427350000001,3251.26549,N,09640.45641,W,0.131,,2020-03-09
2020-03-09 00:22:43.016290,05:22:43,A,32.85442083333333,-96.67426750000001,3251.26525,N,09640.45605,W,0.137,,2020-03-09
2020-03-09 00:22:45.023368,05:22:45,A,32.854417,-96.67426383333334,3251.26502,N,09640.45583,W,0.225,,2020-03-09
2020-03-09 00:22:48.018422,05:22:48,A,32.85441333333333,-96.67426066666667,3251.26480,N,09640.45564,W,0.053,,2020-03-09
2020-03-09 00:22:51.020603,05:22:51,A,32.85441166666667,-96.67425833333333,3251.26470,N,09640.45550,W,0.032,,2020-03-09
